zone,state,city,name,type,time_needed_to_visit_in_hrs,google_review_rating,entrance_fee_in_inr,airport_with_50km_radius,weekly_off,significance,dslr_allowed,number_of_google_review_in_lakhs,best_time_to_visit,time_needed_hrs,duration_bucket,entrance_fee,budget_bucket,sentiment_score,review_count,sample_reviews
Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1.0,4.0,50,No,,Recreational,Yes,0.025,All,1.0,Short,50,Low,0.9712,5,"muy bien excellence stayed excellence 26th anniversary july 27th untill august 3rd didnt want leave,... || great week little apprehensive planned trip cocotal beach resort reading negative reviews great week..."
Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,3.0,4.4,100,Yes,,Wildlife,Yes,0.3,All,3.0,Short,100,Low,0.9466,8,"good location friend stayed movenpick days november, good points hotel style restaurant food large r... || cool knew san francisco arrived cool damp room stay 4 years ago, charming antique type decor mismatc..."
Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1.0,4.8,0,No,,Religious,No,0.05,All,1.0,Short,0,Free,0.9905,4,"great hotel, started honeymoon london decided stay really nice hotel just couple days, chose hoxton ... || great hotel great location florence great old hotel florence, hotel staff wonderful helpful willing ..."
Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,2.0,4.8,0,No,,Religious,No,0.09,All,2.0,Short,0,Free,0.9201,8,"absolutely fine not did n't set world lovely hotel period usa situated downtown san fran staff excep... || worth money great location service, family spent week palace arrival departure staff not helpful, to..."
Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,5.0,4.7,150,No,,Nature,Yes,0.035,Morning,5.0,Short,150,Low,0.9228,8,"stay business, come san francisco sign installations local schools hotel serves needs, convenient fr... || good stay 1-incredible location broadway go-ers theaters tussaud ripley, perplexed complaints hotel ..."
Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,2.0,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,2.0,Short,50,Low,0.7022,7,"think twice read reviews thought maybe experience different, nope, week august 2008 booked stay appl... || super pool super room super view read reviews requested suite near sunset pool, got suite fourth flo..."
Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.9,All,1.0,Short,0,Free,0.6848,8,"looking..we think returned yesterday week naiboa..we dominican 4 times now..3 punta cana puerta plat... || fabulous honeymoon spent week honeymoon doubt best hotels world, travel lot high expectations based ..."
Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,1.5,Short,50,Low,0.8901,10,"family 4 fantastic family 4 uk children aged 12 13 staying weekend booked deal trailfinders october ... || phrase pay rang truer great things hotel location price.i nothing good say, figured budget evening p..."
Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,1.0,4.7,0,Yes,,Religious,No,0.13,All,1.0,Short,0,Free,0.977,6,"fantastic break twot plus hotel nova perfect, went friends rooms different floors great spacious cle... || nice room good service, stayed hotel whilst seeing concert city, north sydney station realised bit a..."
Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,1.0,4.8,0,Yes,,Religious,No,0.025,All,1.0,Short,0,Free,0.9806,7,"lovely hotel excellent location breakfast prices exhorbitant, radisson plaza heart sydney cbd great ... || lovely hotel stayed hotel new year researching tripadvisor service excellent food new years eve supe..."
Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1.0,4.8,0,Yes,,Religious,No,0.37,All,1.0,Short,0,Free,0.7512,6,"great stay teenagers stayed watertown 2 nights college tour pacific northwest, chose hotel based pre... || good choice just outside french quarter reading number reviews say bit worried staying, pleasantly s..."
Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,1.0,4.5,0,Yes,,Religious,Yes,0.09,Morning,1.0,Short,0,Free,0.4901,3,"love resort 3 couples new brunswick went february 17 february 24 2008. say experience grand palladiu... || beautiful grounds rooms ok food average resort pay, got great deal atlanta, good deal means enjoy, r..."
Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,1.5,Short,15,Low,0.9652,8,"exceptional service pay 400 night expect certain kind room amenities really sets hotel apart service... || good place stay nice big room good location helpful staff parking free useful, 3 nights recently ple..."
Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,1.0,4.6,5,Yes,,Historical,Yes,0.065,All,1.0,Short,5,Low,0.7607,9,"not huge fan just returned 5 day stay tapatio cliffs friend golf weekend not returning property.firs... || great experience husband wedding reception raffles service impeccable, given not country flew uk 2 d..."
Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,2.0,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,2.0,Short,40,Low,0.9716,10,"did fine say thought did radisson, looked like renovations, room clean quiet comfortable staff avera... || nice friendly grounds nice staff accommodating friendly, food drinks expensive 7.50 shirley temple, ..."
Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,1.5,Short,30,Low,0.8294,3,"pay stated reviews hotel located opposite main train station ok location..a 20 minute walk main shop... || excellent hotel not fault abba sants hotel, beds big comfy rooms spacious, staff polite helpful hote..."
Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1.0,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,1.0,Short,20,Low,0.7407,6,"great pleasant surprise march 20-21 march 29 beach house hotel pleasant surprise marked contrast num... || perfect weekend spent nights interconti, check-in manager welcomed guided club-level, discreet atmos..."
Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,1.0,4.8,0,Yes,,Religious,No,0.045,All,1.0,Short,0,Free,0.6723,6,"quiet ideally located located mins walk duomo markets museums room hotel quiet campanile bells, room... || excellent location comfortable affordable read travel guides, location ca n't beat, walk ramblas bet..."
Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,2.0,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,2.0,Short,150,Low,0.8861,7,"average reasonably priced hotel delle nazione stayed hotel delle nazione 16th-20th 2005 having booke... || amazing hotel husband stayed 4 nights honeymoon nyc loved, staff amazing super friendly helpful, hot..."
Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,2.0,4.6,0,Yes,,Nature,Yes,0.15,Morning,2.0,Short,0,Free,0.9515,3,"great holiday low cost ifa villas bavaro wonderfull week paradise, hotel beautifull staff pleasent f... || extremely overrated, n't fooled partner stayed late september 08. truly ca n't understand raving sal..."
Northern,Ladakh,Leh,Pangong Tso,Lake,2.0,4.9,20,Yes,,Nature,Yes,0.15,Morning,2.0,Short,20,Low,0.3651,6,"paradise, family went punta cana days, trip loved ca n't wait, people warm friendly, food excellent,... || location perfect echo sentiments reviewers, wonderful place stay convenient tourist, space needle ea..."
Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,2.0,4.6,100,No,,Nature,Yes,0.11,All,2.0,Short,100,Low,0.9463,4,"great resort food terrible stayed resort feb. 23rd-march 2 2007. thought resort great food, resort s... || enjoyed stay beach info husband business joined 5 days march 10 people said beds true- pillowtop mat..."
Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,5.0,4.7,0,Yes,,Religious,No,0.55,All,5.0,Short,0,Free,0.9708,5,"fabulous, family dr times stayed bavaro beach spectacular, stayed iberostar principe resorts time de... || expected, wife kids ages 12-14-16 just returned resort 31-mar-05 following 14 day stay.the arrival u..."
Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,2.0,4.1,0,No,,Recreational,Yes,0.01,All,2.0,Short,0,Free,0.9614,9,"orchard stay stayed night orchard, went based reviews site exactly foretold, excellent courteous sta... || simple luxury stayed hotel workshop memorial day weekend, staff members came contact friendly, gentl..."
Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,6.0,4.5,0,No,,Religious,Yes,0.11,All,6.0,Medium,0,Free,0.7211,8,"n't stay, travel lot united states europe business pleasure shocked appalled state property, carpet ... || good city base husband just got 5 night stay sofitel happy choice, booked standardroom upgraded suit..."
Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1.5,4.7,20,Yes,,Religious,No,0.05,All,1.5,Short,20,Low,0.7238,6,"not best just returned hotel spent weeks bliss honeymoon, unfortunately spent 9 days bed illness 3 h... || bargain weekend excellent stay quality hotel.this hotel does good rates weekend night essetially qua..."
Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,2.0,4.5,0,No,,Nature,Yes,0.1,All,2.0,Short,0,Free,0.765,9,disco club 3am music not hotel n't expect sleep completely dissapointed terrific looking boutique ho... || stay 3rd time singapore brought mum time raved hotels time stayed 3 star fantastic furama riverfront...
Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,1.0,4.8,0,No,,Historical,Yes,0.011,All,1.0,Short,0,Free,0.8135,8,"pleasant year year, great location pleasant staff clean comfortable affordable unostentatious rooms ... || good not really disagreeing bulk positive comments casablanca credit, staff courteous hotel comforta..."
Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1.0,4.7,20,No,,Religious,No,0.015,Morning,1.0,Short,20,Low,0.9076,4,"good hotel problems good location, foods au bon pain right corner, rooms ok bathroom patched wood pa... || loved casa fuster hotel thrilled stay casa fuster hotel, accompanied husband business trip hotel arr..."
Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,3.0,4.3,100,No,,Wildlife,Yes,0.01,All,3.0,Short,100,Low,0.9852,8,"touch class family 4 stayed hotel week 3 nights, recommended family member stayed times, regular tri... || perfect engagement husband proposed beautiful hotel year, entire staff absolutely wonderful accommod..."
Northern,Ladakh,Hemis,Hemis National Park,National Park,4.0,4.4,20,No,,Wildlife,Yes,0.02,All,4.0,Short,20,Low,0.7436,6,"loved stayed suite 3 nights covering new year period, room large combined living room/bedroom room e... || hospitible not bad experience overal, travelled world worst, initiated cash cow timeshare preasure l..."
Northern,Ladakh,Dras,Dras War Memorial,War Memorial,1.0,4.8,0,No,,Historical,Yes,0.012,All,1.0,Short,0,Free,0.7282,9,"terrible customer service second stay resort, realized offered aaa discount, inquiring desk said lat... || not fans, reserved room mandarin oriental american express, spent lot time planning trip mandarin or..."
Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,0.5,Short,0,Free,0.9581,7,"ok just let know resort lost star stayed, room beautiful ocean bed, beach lovely, food ok repetitive... || great holiday booked stay cambridge suites based glowing reports read site n't disappointed, standar..."
Northern,Ladakh,Leh,Khardung La Pass,Hill,1.0,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,1.0,Short,0,Free,0.4417,3,great location emailed hotel weeks advance request early check unfortunately arrived tired jet lagge... || needs improvement having stayed hotel 4 nights.i couple things improved on.the hotel service bad.ver...
Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1.5,4.7,30,Yes,,Religious,No,0.05,All,1.5,Short,30,Low,0.7415,9,dont beleive good reviews fooled let preface review apologizing length things needed mentioned young... || average reasonably priced hotel delle nazione stayed hotel delle nazione 16th-20th 2005 having booke...
Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,1.5,Short,0,Free,0.9708,7,"amazing uma just returned stay uma second honeymoon bali, truly wonderful experience, decided book s... || great price location stayed fontaine villa shiodome nights mid april paid 11.000 yen 110 usd night i..."
Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,1.0,Short,0,Free,0.9538,10,"great service staff location wife stayed hotel fita amsterdam sat-sun june 9-10 impressed hotel staf... || old world twist just returned bachelor party weekend ca n't say cool w french quarter, historic buil..."
Central,Uttar Pradesh,Mathura,Nand Gaon,Village,1.0,4.1,0,Yes,,Cultural,Yes,0.01,Morning,1.0,Short,0,Free,0.8838,4,"great location fine stay stay moore looks little sketchy outside, inside solidly average great value... || highly recommended wonderful hotel fantastic position los ramblas, recommend unreservedly, stayed 5 ..."
Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,1.0,Short,0,Free,0.7464,9,"mixed results wife stayed bambu 1/13/05 1/20/05, great time virus caught, sick sunday following tues... || tokyoite recommendation seasoned expat living tokyo, living japan 15 years, firm client footing budg..."
Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,1.0,4.5,0,No,,Nature,Yes,0.025,All,1.0,Short,0,Free,0.977,5,"touring toronto stayed friends day weekend visit toronto, hotel clean modern expected marriott, hote... || perfect beach getaway, things need know resort:1 beach 5 stars white sands stretched tourquoise warm..."
Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,3.0,4.4,250,Yes,,Wildlife,Yes,0.035,All,3.0,Short,250,Low,0.9349,9,"loved, husband stayed esj conference attending, ocean lanai lovely casino clubs italian restaruant d... || great hotal stayed 3 nights june, i`ve just read previous reviews write just say agree them.you`ve p..."
Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,4.0,4.4,60,No,,Wildlife,Yes,0.065,All,4.0,Short,60,Low,0.8012,8,"lovely rooms, great fully renovated stayed renaissance amsterdam short break away, hotel centrally l... || perfect hotel downtown boston just returned night stay fairmont copley, location hotel excellent- di..."
Eastern,West Bengal,Digha,Digha Beach,Beach,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,1.5,Short,0,Free,0.786,3,"amazing no need say went bavaro princess week april 10/08, took boys mom amazing time resort.when ar... || wonderful place geat location, great staff, terrific room seventh floor right terrace facing cathedr..."
Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,1.5,Short,10,Low,0.5591,7,"comfortable cramped stayed nights dec. whilst budget tried decent hotel money, hotel clean tidy mode... || ca n't wait till year, 2nd 16th 2008we stayed lofts week 3 adults allow 2 adults suite rs.the second..."
Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,0.5,4.7,0,Yes,,Religious,No,0.045,All,0.5,Short,0,Free,0.5819,9,"big disappointment, desperate need major refurbishment hotel let badly poor housekeeping service sta... || excellent first-time experience wingate inns stay wingate inn proved pleasantly surprising stay well..."
Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,0.5,4.6,0,Yes,,Architectural,No,0.07,All,0.5,Short,0,Free,0.8069,8,"fantastic, real, positive reviews parc right, parc affordable perfectly located 30 steps beach rooms... || pretty good ok booked using hotel website plane tix jetblue decor hotel nice modern loved, carol des..."
Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,3.0,4.4,100,Yes,,Wildlife,Yes,0.07,All,3.0,Short,100,Low,0.9595,4,"recommended hotel paris, great hotel weekend paris, hotels usually stay minute trip did research stu... || vacation hell just returned home vacation punta cana, stayed grand paradise bavaro resort, check-in ..."
Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All,1.0,Short,20,Low,0.9308,7,"charming little hotel stayed hotel milano old san juan 2 nightsin perfect base thingswe wanted san j... || great view skyline singapore gf stayed hotel easter weekend, recommended previous reviews site asked..."
Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,2.5,4.5,0,No,,Nature,Yes,0.15,All,2.5,Short,0,Free,0.9875,5,"loved carlos v hotel fantastic, staff food perfectly clean bathrooms beds great money, excellent loc... || pefecto, new husband stayed honeymoon 13th sept 2008 1 week, just week lake garda got married stayin..."
Eastern,Odisha,Puri,Jagannath Temple,Temple,2.0,4.7,0,Yes,,Religious,No,1.0,All,2.0,Short,0,Free,0.792,6,"modern clean central great hotel rarity london, rooms beautiful modern, reception areas nice, clearl... || honeymoon oberoi just come fantastic honeymoon bali stayed 8 days oberoi not fault, reviewers said b..."
Eastern,Odisha,Konark,Sun Temple,Temple,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,1.5,Short,40,Low,0.9056,3,"great hotel great city stayed nikko mexico city times past time years time weekend husband, perfect ... || room view just spending nights florence wonderful astoria hotel, spacious junior suite levels steps ..."
Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,1.0,4.6,0,Yes,,Religious,No,0.35,All,1.0,Short,0,Free,0.4012,4,"unforgettable honeymoon say place worth penny, staff makes feel like superstar, turn not bad way, ho... || noise big problem booked hotel relaxing weekend madrid following excellent reviews read tripadvisor,..."
Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,1.5,4.5,0,No,,Nature,Yes,1.2,All,1.5,Short,0,Free,0.9061,9,"good location free parking family 4 2 adults 2 children ages 10 15 stayed annual bay-to-breakers run... || good choice husband stayed continental nights good time, surprise arrived hotel low expectations rea..."
Eastern,Odisha,Cuttack,Barabati Fort,Fort,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,1.0,Short,0,Free,0.8527,9,"great choice stayed 2 nights, fairly new hotel, location great right near attractions public transpo... || pretty good family hotel good.restaurants italian dominican la brasa good, good grilled chicken, ame..."
Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1.0,4.5,0,No,,Engineering Marvel,Yes,0.01,All,1.0,Short,0,Free,0.9429,10,"good location unfriendly efficient service location place great, room nice walls paper, used noise, ... || great hotel hotel bar ai n't quiet, recently visited jury boston hotel honeymoon thoughts service ex..."
Eastern,Odisha,Chilika,Chilika Lake,Lake,2.0,3.9,0,Yes,,Nature,Yes,0.1,Morning,2.0,Short,0,Free,0.9507,6,"overdue review stayed memorial day 2007 picked hyatt b/c directly waikiki surfing beach fi improve s... || hairs bathroom, stayed nights early feb getting special deal 99 night staying 5 nights.the hotel roo..."
Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,1.0,4.6,0,Yes,,Religious,No,0.01,All,1.0,Short,0,Free,0.7083,7,"wonderful bedroom great breakfast central stayed jazz night pre cruise, reception staff friendly hel... || loved usa trip secrets excellence dr. hard resort wonderful secrets, treated like king queen, read l..."
Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,1.0,4.3,0,No,,Nature,Yes,0.018,Morning,1.0,Short,0,Free,0.9661,5,"excellente resort resort excellent, went honeymoon just got, multiple restaurants choose, favorite l... || great hotel experience moment arrived hotel time left not fault hotel tried, friendly approachable s..."
Eastern,Odisha,Balasore,Chandipur Beach,Beach,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,1.5,Short,0,Free,0.7979,5,"great hotel berlin pointed hotel area not liveliest 2-3 minutes walk underground station pleasant 10... || sofitel fantastic got minute deal hotel did n't know expect, completing thrilled, room luxurious ext..."
Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,1.0,4.4,0,No,,Nature,Yes,0.055,All,1.0,Short,0,Free,0.9013,5,"great hotel great location booked hotel night stay barcelona partially reviews received site, husban... || yes nice little hotel stayed 4 nights confirm positivdetails great location friendly helpful staff e..."
Southern,Tamil Nadu,Chennai,Marina Beach,Beach,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,1.5,Short,0,Free,0.6163,10,"beware parasites beware travellers, just returned spending days nites punta cana hospital, parasite ... || poor service booked executive suite recent trip sydney quite happy room service visited year, unfort..."
Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,2.0,4.7,0,Yes,,Religious,No,0.65,All,2.0,Short,0,Free,0.9688,9,"good reviews said stayed 3 nights july truly excellent, room 4 overlooks garden really quiet hot ams... || stylish hotel good location stayed 5 nights november 2004 thoroughly enjoyed time, hotel stylish mod..."
Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,1.5,4.6,0,No,,Religious,No,0.01,All,1.5,Short,0,Free,0.4369,10,"danger danger weary traveler, brief, sister booked 2-bedroom suite w/ ocean veiw week june 11th june... || positive negative just returned night stay pre cruise inn, positives inn clean expert housekeeping f..."
Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,1.0,Short,20,Low,0.9843,4,"loved usa trip secrets excellence dr. hard resort wonderful secrets, treated like king queen, read l... || location comfort style nice central hotel located canal 5 10 minutes walk sights, beds comfortable f..."
Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1.0,4.1,10,Yes,,Recreational,Yes,0.61,Morning,1.0,Short,10,Low,0.9673,5,"loved affinia stayed nights june affinia dumont just perfect, arrival greeted alex doorman/concierge... || terrific secret time stayed elan hotel modern, went business days, hotel located southern tip beverl..."
Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.3,All,1.0,Short,0,Free,0.6052,10,"nice hotel trip seattle wanted stay downtown, good rate hotel decided stay warwick, clean stayed 17t... || perfect hotel david wonderful, rooms large clean comfortable big modern bathroom, breakfast room nic..."
Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,2.0,3.9,0,No,,Recreational,Yes,0.1,Morning,2.0,Short,0,Free,0.4838,4,"feels like home, stayed waikiki beach tower 9 glorious days beginning october, 6 girls 2 bedroom sui... || n't stay arrived hotel huge honest little overwealmed size, no assisted check needed no signs assist..."
Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,1.5,4.8,0,Yes,,Religious,No,0.35,All,1.5,Short,0,Free,0.925,6,"oh love place, lucky win gift certificate sorrento hotel beautiful place, thought look noses given d... || nice quiet little hotel hotel located just avenue l'opera, location handy rue rivoli louvre end aven..."
Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,1.0,4.6,40,Yes,,Historical,No,0.09,All,1.0,Short,40,Low,0.5864,5,"pleasantly surprised, stayed harbourville 4 nights end july start 4 wks singapore malaysia.after rea... || satisfied customer spent memorial day weekend new york 4 nights affinia 50. reserved 1 bedroom non-s..."
Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,1.0,4.2,0,No,,Recreational,Yes,0.019,Morning,1.0,Short,0,Free,0.9501,9,"absolutely splendid overall nicest hotel stayed, hotel extremely clean, beds comfortable unlike hote... || beautiful resort definitely return, like start saying kind scared read everyones reviews, staying gr..."
Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,1.0,4.6,0,Yes,,Religious,No,0.16,All,1.0,Short,0,Free,0.9471,10,"wonderful no wash cloths, major problem lack orientation, need things, ride resort adventure, beach ... || fantastic location decor little tired room slightly small service excellent staff central location, ..."
Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.28,All,1.0,Short,0,Free,0.7949,10,"loved hotel silla stayed hotel 3 nights enjoyed minute, staff helpful recommended wonderful restaura... || perfect chinese hotel stayed sihe hotel family october 2008.we travel daughter age 5. loved courtyar..."
Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.44,All,1.0,Short,0,Free,0.9676,10,"lovely villa private room great garden stayed hotel 5 nights october, villa just great, garden good ... || consistently excellent stay island srl frequently business isconsistently excellent staff amazing is..."
Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,1.5,4.5,0,Yes,,Recreational,Yes,0.39,Morning,1.5,Short,0,Free,0.9834,3,notch hotel overcoming rocky start reservation mix-up intercontinental boston won professional court... || awsome hotel honey moon husband stayed 5 nights beach cabana honeymoon room beautiful staff great fr...
Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,1.0,4.7,0,No,,Religious,No,0.49,All,1.0,Short,0,Free,0.8873,10,"funky hotel una hotel vittoria clean room carpet funky bedrooms excellent lights play great breakfas... || great value mates stayed apsis arenea u2 gig august, 5 airport, real handy sagrada famillia 5 minute..."
Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,2.0,4.3,0,Yes,,Nature,Yes,0.032,All,2.0,Short,0,Free,0.9627,10,"paradisus pr close perfect, no idea people resort unappealing, stay wonderful week dec 6-12th, choic... || wonderful bit snootiness botanic gardens best section explore sydney, rooms expect marble baths robe..."
Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,1.5,4.6,0,No,,Historical,Yes,0.075,All,1.5,Short,0,Free,0.9822,5,"night anniversary treat wife live brooklyn 2nd anniversary decided spend night city hotel, decided m... || excellent value husband stayed nights late january 2006. highly recommend hotel, staff extremely hel..."
Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,1.5,4.4,65,Yes,,Natural Wonder,Yes,0.11,Afternoon,1.5,Short,65,Low,0.9661,4,"quiet relaxing hotel just pleasant night stay hotel, lobby area somewhat off-putting beige kind depr... || beach a+ room b- husband 4 year old daughter stayed unit 3a cbv 2/20-2/22, location fabulous, nice h..."
Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.041,All,1.0,Short,0,Free,0.9501,10,"just ok let begin saying hotel snob, overly sensitive decor cleanliness, said let begin 1. bring pri... || great stay, booked hotwire got great deal 69/night tax, great location right near action fisherman w..."
Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,1.0,4.4,10,Yes,,Wildlife,Yes,0.7,All,1.0,Short,10,Low,0.6685,3,"stay, stayed moore 3 nights- n't better time, building old extra charming loved staff wireless netwo... || renovation, putting lipstick pig, currently putting finishing touches renovation, like putting lipst..."
Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,1.5,4.5,0,No,,Historical,Yes,0.015,Morning,1.5,Short,0,Free,0.6961,6,"dingy rude aggressive receptionists hotel ok common areas rooms dingy old smell damp.do not misled 4... || wonderful honeymoon hotel loved resort, stayed 7 nights perfect, payed little extra excellence club,..."
Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1.0,4.7,0,Yes,,Religious,Yes,0.12,All,1.0,Short,0,Free,0.9762,5,"good value great hotel grounds ok food punta cana tropical paradise, stayed all-inclusive all-adult ... || waterfront marina great views nice rooms great service weekend getaway boston.. took water taxi loga..."
Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,1.0,4.7,0,Yes,,Religious,No,0.59,All,1.0,Short,0,Free,0.7613,9,"over-rated stayed hilton tapatio cliffs seriously disappointed, desk clerk preoccupied personal busi... || wonderful hotel, sister stayed affinia enjoyed stay, stay anytime new york, rooms nice clean, staff ..."
Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,2.0,4.5,0,Yes,,Recreational,Yes,0.019,All,2.0,Short,0,Free,0.6525,5,"felt like family hotel privilege partner stayed 2 weeks august 2008 hotel privilege located arno flo... || problem komaneka hotel lovely 15 minutes outside bali, complaint not staff friendly helpful manageme..."
Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,1.0,4.6,40,Yes,,Historical,Yes,0.49,All,1.0,Short,40,Low,0.8944,7,"excellent choice hotel great rooms big comfortable bathroom wonderful nice clean breackfast deliciou... || great hotel wife arrived hotel saturday evening check-in easy hotel staff, impressions hotel picture..."
Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,2.0,4.5,60,No,,Natural Wonder,Yes,0.31,Afternoon,2.0,Short,60,Low,0.8073,10,"loved hilton tower bridge hotel hotel terrific, location convenient 2 min, walk london bridge underg... || loved privacy hotel feels like private house secluded rooms gorgeous drawing room, staff friendly to..."
Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,1.0,4.6,0,Yes,,Historical,Yes,0.059,All,1.0,Short,0,Free,0.9642,6,"new year eve pan pacific husband love pan pacific, ca n't wait, room beautiful, view south lake unio... || location location location free wine, stayed memorial day weekend 07. arrived saturday morning 11am ..."
